id,surname,first_name,gender,name,norm,profession_verbatim,OhdAB_01,houseno,name_old_clean,name_new,geo_long,geo_lat
774,Aaron,Unbekannt,M,Handel,Bronzehändler/in,Bronzehändler,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",72,passage Choiseul,passage Choiseul,2.33635,48.8669
776,Abler,Unbekannt,M,Handwerk,Damenschuhmacher/in,Damenschumacher,"Rohstoffgewinnung, Produktion und Fertigung",91,rue Neuve-des-Petits-Champs,rue des Petits-Champs,2.33194,48.8678
766,Abrahams,J. D.,M,Handel,Edelsteinhändler/in (Einzelhandel),Feine Steine,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",43,Valois-Palais-Royal,rue de Valois,2.33832,48.8642
779,Acker,Unbekannt,M,Handel,Papierhändler/in,Papierhändler,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",29,rue Neuve-des-Petits-Champs,rue des Petits-Champs,2.33697,48.8667
782,Adam,Unbekannt,F,Handel,Kleiderhändler/in,Kleider,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",26,rue de Richelieu,rue de Richelieu,2.33671,48.8653
4262,Adam,A.,Unbekannt,Handel,Speditionskommissionär/in,Commissions- u. Speditionsgeschäft,"Verkehr, Logistik, Schutz und Sicherheit",3,Place des Victoires,Place des Victoires,2.34111,48.8658
781,Adam,A.,M,Handel,Juwelenhändler/in,Juwelen,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",16,passage Colbert,rue Vivienne,2.33925,48.8666
784,Alber und Keimel,Unbekannt,Unbekannt,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",74,rue de Richelieu,rue de Richelieu,2.33887,48.8694
786,Alker,Unbekannt,M,Kunst/Erziehung,Lehrer/in,Lehrer,"Gesundheit, Soziales, Lehre und Erziehung",21,rue de Valois,rue de Valois,2.33832,48.8642
785,Alker,Unbekannt,M,Kunst/Erziehung,Elementarschulangestellte/r,Elementarunterricht,"Gesundheit, Soziales, Lehre und Erziehung",148,galerie de Valois,galerie de Valois,2.33797,48.8641
788,Anicker,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",9,rue Vivienne,rue Vivienne,2.33943,48.8678
2135,Arnold,Unbekannt,M,Selbstständig,Speisewirt/in,Speisewirth,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",40,rue Croix-des-Petits-Champs,rue Croix-des-Petits-Champs,2.34031,48.8643
800,Bacharach,Unbekannt,M,Handwerk,Buchbinder/in,Buchbinder,"Rohstoffgewinnung, Produktion und Fertigung",29,rue de la Fontaine-Molière,rue Molière,2.33639,48.8653
803,Balkhausen,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",14,rue Vivienne,rue Vivienne,2.33946,48.8677
804,Balthazar,Unbekannt,M,Selbstständig,Kaffeehausangehörige/r,Kaffeehaus,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",26,rue de Richelieu,rue de Richelieu,2.33671,48.8653
805,Banne,Unbekannt,M,Handel,Bandhändler/in,Bandhandel,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",5,Galerie de Montpensier,Galerie de Valois,2.33797,48.8641
806,Barde-Schmitte,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",22,rue de Choiseul,rue de Choiseul,2.33597,48.8706
809,Baron,Unbekannt,M,Handel,Blumenhändler/in,Natürliche Blumen,"Land-, Forst- und Tierwirtschaft und Gartenbau",6,passage de l' Opéra,boulevard des Italiens,2.337,48.8714
1746,Baron,Unbekannt,M,Handwerk,Bäcker/in,Bäcker,"Rohstoffgewinnung, Produktion und Fertigung",1,rue des Petits-Pères,rue des Petits-Pères,2.34048,48.8662
808,Baron,Unbekannt,M,Handel,Unbekannte Bezeichnung,Geschäftscabinet,"Beschäftigungslose, Schüler, Unbekannte",2,rue de Louvois,rue de Louvois,2.33791,48.8682
1720,Baron,Unbekannt,M,Handwerk,Schreiner/in,Schreiner,"Rohstoffgewinnung, Produktion und Fertigung",8,rue d' Amboise,rue d' Amboise,2.33877,48.8711
1719,Baron,J.,M,Handel,Geschäftsagent/in,Geschäftsagent,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",2,rue de Louvois,rue de Louvois,2.33791,48.8682
811,Baron-Christ,Unbekannt,M,Selbstständig,Advokat/in,Advocat,"Unternehmensorganisation, Buchhaltung, Recht und Verwaltung",28,boulevard des Italiens,boulevard des Italiens,2.337,48.8714
813,Barth,Unbekannt,M,Selbstständig,Arzt/Ärztin,Arzt,"Gesundheit, Soziales, Lehre und Erziehung",108,rue de Richelieu,rue de Richelieu,2.33999,48.8717
815,Bauer,F.,M,Handel,Schreibwarenhändler/in,Schreibmaterialen,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",43,Galerie Vivienne,Galerie Vivienne,2.33972,48.8667
817,Bauer,Unbekannt,M,Handwerk,Handschuhmacher/in,Handschuhmacher,"Rohstoffgewinnung, Produktion und Fertigung",15,rue Vivienne,rue Vivienne,2.33968,48.8683
821,Baumeyer,Unbekannt,M,Kunst/Erziehung,Bibliotheksassistent/in,Lesecabinet,"Unternehmensorganisation, Buchhaltung, Recht und Verwaltung",11,passage du Baromètre,boulevard des Italiens,2.337,48.8714
838,Becker,Unbekannt,M,Handwerk,Stiefelmacher/in,Stiefel- und Schuhmacher,"Rohstoffgewinnung, Produktion und Fertigung",45,rue Neuve-des-Petits-Champs,rue des Petits-Champs,2.33572,48.867
1721,Becker,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",24,rue Saint-Marc,rue Saint-Marc,2.33976,48.8705
823,Becker,Unbekannt,M,Handwerk,Kleidermacher/in,Kleidermacher,"Rohstoffgewinnung, Produktion und Fertigung",16,rue de Grammont,rue de Gramont,2.3369,48.8702
825,Becker,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",24,rue Saint-Marc,rue Saint-Marc,2.33976,48.8705
824,Becker,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",29,rue Neuve-des-Petits-Champs,rue des Petits-Champs,2.33697,48.8667
827,Becker,Unbekannt,M,Handwerk,Kleidermacher/in,Kleidermacher,"Rohstoffgewinnung, Produktion und Fertigung",10,rue de Grammont,rue de Gramont,2.33685,48.8697
837,Becker-Bureau,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",12,rue de la Michodière,rue de la Michodière,2.33486,48.87
840,Beicher,Unbekannt,M,Selbstständig,Speisehausangestellte/r,Speise- u. Kaffeehaus,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",4,rue Saint-Marc,rue Saint-Marc,2.34223,48.8703
852,Benzeboq,Unbekannt,M,Handwerk,Wurstmacher/in,Wurstler,"Rohstoffgewinnung, Produktion und Fertigung",23,rue Saint-Marc,rue Saint-Marc,2.34016,48.8704
843,Berge,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",18,rue Feydeau,rue Feydeau,2.3407,48.87
830,Berger,Unbekannt,M,Selbstständig,Kaffeehausangehörige/r,Kaffeehaus,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",6,Palais-Royal,galerie de Valois,2.33797,48.8641
844,Berger,Unbekannt,M,Unbekannt,Unbekannt,Unbekannt,Unbekannt,73,rue de Richelieu,rue de Richelieu,2.33785,48.8676
849,Berger,Unbekannt,M,Handel,Eisverkäufer/in,Eis,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",11,rue de Montpensier,rue de Montpensier,2.33697,48.8651
846,Berger,Unbekannt,F,Handwerk,Bürstenbinder/in,Bürstenbinderei,"Rohstoffgewinnung, Produktion und Fertigung",60,rue Neuve-des-Petits-Champs,rue des Petits-Champs,2.33253,48.8678
836,Bert,Unbekannt,M,Handwerk,"Hausmaler/in, Gebäudemaler/in",Gebäudemaler,"Bau, Architektur, Vermessung und Gebäudetechnik",17,rue du Hanovre,rue de Hanovre,2.33411,48.8702
853,Billing,Unbekannt,M,Angestellte,Religionsgesellschaftsagent/in,Agent der protestantischen Gesellschaft,"Unternehmensorganisation, Buchhaltung, Recht und Verwaltung",16,rue des Moulins,rue des Moulins,2.33507,48.8668
854,Binding,F.,M,Selbstständig,Kaffeehausangehörige/r,Kaffeehaus,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",11,boulevard des Italiens,boulevard des Italiens,2.33799,48.8715
858,Bitterlin,Unbekannt,M,Unbekannt,Unbekannt,Unbekannt,Unbekannt,18,rue Neuve-des-Petits-Champs,rue des Petits-Champs,2.33689,48.8668
861,Blatter,Unbekannt,M,Handwerk,Uhrmacher/in,Uhrmacher,"Rohstoffgewinnung, Produktion und Fertigung",1,rue Feydeau,rue Feydeau,2.34106,48.87
862,Bleimüller,Unbekannt,M,Unbekannt,Unbekannt,Unbekannt,Unbekannt,4,rue Ménars,rue Ménars,2.33838,48.8695
865,Bletz,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",3,rue de Marivaux-Italiens,rue de Marivaux,2.33754,48.8711
866,Blum,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",5,rue Neuve-des-Petits-Champs,rue des Petits-Champs,2.33926,48.8662
868,Blumenthal,Unbekannt,M,Handwerk,Buchbinder/in,Buchbinder,"Rohstoffgewinnung, Produktion und Fertigung",14,rue Saint-Marc,rue Saint-Marc,2.34061,48.8704
867,Blumenthal,Unbekannt,M,Handel,Geldwechsler/in,Geldwechsler,"Unternehmensorganisation, Buchhaltung, Recht und Verwaltung",27,rue Vivienne,rue Vivienne,2.33974,48.8684
871,Bohle,B.,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",58,rue Neuve-des-Petits-Champs,rue des Petits-Champs,2.33283,48.8677
872,Bohlken,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",3,rue de Marivaux,rue de Marivaux,2.33732,48.8706
874,Boler,Unbekannt,M,Handel,Spezereienhändler/in,Specereihandel,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",6,rue de Beaujolais,rue de Beaujolais,2.33858,48.8661
877,Bosch,Unbekannt,M,Handwerk,Schuhmacher/in,Schuhmacher,"Rohstoffgewinnung, Produktion und Fertigung",71,rue Neuve-des-Petits-Champs,rue des Petits-Champs,2.33322,48.8676
878,Bottemer,Unbekannt,M,Handel,Korsetthändler/in,Korsetten,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",4,rue de Grammont,rue de Gramont,2.33677,48.8691
879,Bragi,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",11,rue Chabannais,rue Chabanais,2.33693,48.8676
882,Brandus,Unbekannt,M,Handel,Musikalienhändler/in,Musikhandel,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",103,rue de Richelieu,rue de Richelieu,2.33837,48.868
883,Braun,Unbekannt,M,Handwerk,Schuhmacher/in,Schuhmacher,"Rohstoffgewinnung, Produktion und Fertigung",16,rue Vivienne,rue Vivienne,2.33958,48.8679
2152,Brocker,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",34,rue Croix-des-Petits-Champs,rue Croix-des-Petits-Champs,2.34018,48.8641
887,Brooke,S.,M,Kunst/Erziehung,Englischlehrer/in,Lehrer der englischen Sprache,"Gesundheit, Soziales, Lehre und Erziehung",57,rue Sainte-Anne,rue Sainte-Anne,2.33624,48.8679
888,Bruggmann,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",3,rue de la Bourse,rue de la Bourse,2.33963,48.8695
1772,Brunswick,Jos.,M,Handwerk,Schmuckmacher/in,Goldschmuck und Juwelenfabrik,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung",1,passage et Rotonde Colbert,rue Vivienne,2.33974,48.8684
890,Bühler,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,28,rue de Richelieu,rue de Richelieu,2.33677,48.8654
891,Buhner,Unbekannt,M,Handel,Weinhändler/in (Einzelhandel),Weinhändler,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",64,rue de Richelieu,rue de Richelieu,2.33851,48.8687
4244,Burckardt-Champeaux,Unbekannt,M,Selbstständig,Speisewirt/in,Speisewirth,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",13,Place de la Bourse,Place de la Bourse,2.34139,48.8692
892,Burger-Leveque,Unbekannt,M,Handwerk,Metallstecher/in,Metallstecher,"Rohstoffgewinnung, Produktion und Fertigung",121,Palais-Royal,galerie de Valois,2.33797,48.8641
896,Capel,Ferd.,M,Handwerk,Juwelenfasser/in,Juwelenfasser,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung",45,rue Sainte-Anne,rue Sainte-Anne,2.3357,48.8667
1775,Castner,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,10,rue Notre-Dame-des-Victoires,rue Notre-Dame-des-Victoires,2.34128,48.8669
897,Cheverau u Levistal,Unbekannt,Unbekannt,Handel,Apotheker/in,deutsch-englische Apotheke,"Gesundheit, Soziales, Lehre und Erziehung",14,rue Saint-Marc,rue Saint-Marc,2.34061,48.8704
898,Christiäns,Unbekannt,F,Handel,Korsetthändler/in,Korsetten,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",11,rue de Port-Mahon,rue de Port-Mahon,2.33389,48.87
899,Christophe,Unbekannt,M,Selbstständig,Arzt/Ärztin,Arzt,"Gesundheit, Soziales, Lehre und Erziehung",92,rue de Richelieu,rue de Richelieu,2.33934,48.8704
900,Clabbeck,Unbekannt,M,Handwerk,Schuhmacher/in,Schuhmacher,"Rohstoffgewinnung, Produktion und Fertigung",7,rue de Richelieu,rue de Richelieu,2.33567,48.8635
903,Clüsman,Unbekannt,M,Handwerk,Klaviermacher/in,Klaviermacher,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung",Unbekannt,rue Neuve-des-Petits-Champs,rue des Petits-Champs,2.33635,48.8669
907,Crampel,Unbekannt,M,Sonstiges,Rechnungswesenexperte/-expertin,"Experte im Rechnungswesen, Handelschiedsrichter","Unternehmensorganisation, Buchhaltung, Recht und Verwaltung",6,rue Saint-Marc,rue Saint-Marc,2.34207,48.8703
910,Cremer,Unbekannt,M,Selbstständig,Kaffeehausangehörige/r,Kaffeehaus,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",16,rue de Grammont,rue de Gramont,2.3369,48.8702
912,Croutz,B.,M,Handwerk,Lederarbeiter/in,Lederarbeiter,"Rohstoffgewinnung, Produktion und Fertigung",34,rue Saint-Marc,rue Saint-Marc,2.34142,48.8703
913,Curmer,L.,M,Handel,Buchhändler/in,Buchhandlung,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",47,rue de Richelieu,rue de Richelieu,2.33705,48.8661
914,Cuthbert,C. E.,Unbekannt,Handel,Modehändler/in,Modewaaren,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",2,rue Vivienne,rue Vivienne,2.33891,48.8667
918,Dauger,Unbekannt,M,Handel,Strumpfhändler/in,Strumpfwaaren,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",97,rue Neuve-des-Petits-Champs,rue des Petits-Champs,2.33194,48.8678
920,De Fraikin,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",2,rue de Choiseul,rue de Choiseul,2.33599,48.8692
922,De Korff,F.,M,Handwerk,Maler/in,Maler,"Bau, Architektur, Vermessung und Gebäudetechnik",11,boulevard des Italiens,boulevard des Italiens,2.33799,48.8715
924,De Müller,Unbekannt,M,Handel,Tabakpfeifenmacher/in,Pfeifen u. Tabak,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung",20,passage des Panoramas,passage des Panoramas,2.34167,48.8711
923,Delbruck,Julius,M,Kunst/Erziehung,Zeitungsdirektor/in,Director des Journals für Mütter und Kinder,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung",47,rue Neuve-des-Petits-Champs,rue des Petits-Champs,2.33552,48.867
928,Deutz-Brentano,Unbekannt,M,Sonstiges,Bankier/in,Bankier,"Unternehmensorganisation, Buchhaltung, Recht und Verwaltung",2,rue Colbert,rue Colbert,2.33926,48.868
931,Dietz,Unbekannt,M,Selbstständig,Speisewirt/in,Speisewirth,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",15,rue de la Michodière,rue de la Michodière,2.33481,48.87
934,Dollingen,Unbekannt,M,Angestellte,Verlagsagent/in,Agent für Veröffentlichungen,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung",48,rue Vivienne,rue Vivienne,2.33974,48.8684
932,Dörr,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",21,rue Feydeau,rue Feydeau,2.34106,48.87
936,Dreüe-Bué,Unbekannt,F,Handel,Modehändler/in,Modewaaren und Seidenstickereien,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",8,rue de Choiseul,rue de Choiseul,2.33598,48.8704
2161,Dreyfus,Unbekannt,M,Sonstiges,Sackträger/in,Sackträger,"Verkehr, Logistik, Schutz und Sicherheit",7,rue Neuve-des-Bons-Enfants,rue Radziwill,2.33887,48.8648
944,Du Sommerard,Unbekannt,M,Beamte,Rechnungsdirektor/in,Rechnungsunterdirector des Finanzministeriums,"Unternehmensorganisation, Buchhaltung, Recht und Verwaltung",1,rue de la Michodière,rue de la Michodière,2.33447,48.8691
946,Dutreih,Unbekannt,M,Handel,Juwelenhändler/in,Juwelenhändler,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",5,rue d' Amboise,rue d' Amboise,2.33863,48.8711
945,Dutreih,E.,M,Selbstständig,Notariatssekretär/in,Notariatssecretär,"Unternehmensorganisation, Buchhaltung, Recht und Verwaltung",12,rue Ménars,rue Ménars,2.3384,48.8694
947,Ebeling,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",76,rue de Richelieu,rue de Richelieu,2.33893,48.8695
949,Eblée,Unbekannt,F,Unbekannt,Unbekannt,Unbekannt,Unbekannt,15,rue Gaillon,rue Gaillon,2.33401,48.8683
950,Ebrard,Unbekannt,M,Handwerk,Juwelenfabrikant/in - Unternehmer/in,Juwelenfabrikant,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung",122,Palais-Royal,galerie de Valois,2.33797,48.8641
951,Ehrler,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",64,rue Sainte-Anne,rue Sainte-Anne,2.33662,48.8686
952,Eichert,Unbekannt,M,Handel,Bürstenhändler/in,Bürsten und Wichse,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",29,Palais-Royal,galerie de Valois,2.33797,48.8641
959,Enders,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",18,rue de Choiseul,rue de Choiseul,2.33597,48.8706
960,Engel,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",65,rue de Richelieu,rue de Richelieu,2.3376,48.8672
962,Eppenetter,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",31,rue de Richelieu,rue de Richelieu,2.33633,48.8647
965,Erlanger,Unbekannt,M,Selbstständig,Podologe/Podologin,Fußarzt,"Gesundheit, Soziales, Lehre und Erziehung",22,rue Saint-Marc,rue Saint-Marc,2.33995,48.8705
967,Erpelding,Unbekannt,F,Handwerk,Wachser/in (Textilausrüster/in),Wächserin,"Rohstoffgewinnung, Produktion und Fertigung",5,rue d' Amboise,rue d' Amboise,2.33863,48.8711
969,Esbach,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",6,boulevard Montmartre,boulevard Montmartre,2.34247,48.8717
973,Esther,Unbekannt,F,Handel,Modehändler/in,Modewaaren,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",32,rue Vivienne,rue Vivienne,2.33974,48.8684
974,Ettinghausen,H.,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",18,rue Favart,rue Favart,2.33809,48.871
4256,Falckh Gueroult H,J.,Unbekannt,Handel,Buchgroßhändler/in,Buchhandel im Großen,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",21,rue des Bons-Enfants,rue des Bons-Enfants,2.33898,48.8641
4272,Fällmé,J. J.,M,Handel,Handelsmann/-frau,Handelsmann,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",3,Place des Victoires,Place des Victoires,2.34111,48.8658
976,Fath,Unbekannt,M,Handel,Modehändler/in,Mode-und Weißwaaren,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",2,rue des Frondeurs,avenue de l'Opéra,2.33426,48.864
979,Ferenbach,Unbekannt,Unbekannt,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",10,rue de Choiseul,rue de Choiseul,2.33599,48.8707
980,Feste,Unbekannt,M,Handel,Seidenhändler/in,Seidene Bänder,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",55,rue Vivienne,rue Vivienne,2.33974,48.8684
981,Fester,Th.,M,Handel,Juwelenhändler/in,Juwelen,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",2,rue Vivienne,rue Vivienne,2.33891,48.8667
985,Fischer,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",73,rue de Richelieu,rue de Richelieu,2.33785,48.8676
986,Fischer u Hartmann,Unbekannt,Unbekannt,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",23,rue de Choiseul,rue de Choiseul,2.33594,48.8707
987,Flattner,Unbekannt,M,Selbstständig,Kaffeehausangehörige/r,Café Mulhouse,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",10,boulevard Montmartre,boulevard Montmartre,2.34191,48.8718
988,Focken,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",3,rue Gaillon,rue Gaillon,2.33371,48.8677
992,Franck,Unbekannt,M,Handel,Buchhändler/in,Deutsche Buchhandlung,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",67,rue de Richelieu,rue de Richelieu,2.33766,48.8673
1809,Frank,Unbekannt,F,Handwerk,Klavierfabrikant/in - Arbeiter/in,Klavierfabrik,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung",23,galerie Colbert,rue Vivienne,2.33974,48.8684
993,Frank,Unbekannt,M,Selbstständig,Hausvermieter/in,Möblirtes Haus,"Eigentümer, Besitzer und Mieter",19,boulevard Montmartre,boulevard Montmartre,2.34139,48.8717
994,Frantz,Unbekannt,M,Handel,Spezereienhändler/in,Specereiwaaren,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",28,rue Sainte-Anne,rue Sainte-Anne,2.33558,48.8663
997,Fror,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",41,rue Sainte-Anne,rue Sainte-Anne,2.33561,48.8665
998,Fuchs,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",29,rue Sainte-Anne,rue Sainte-Anne,2.3353,48.8659
1000,Fülle,Friedr.,M,Handwerk,Tschismenmacher/in,Stiefelmacher,"Rohstoffgewinnung, Produktion und Fertigung",17,rue Gaillon,rue Gaillon,2.33407,48.8684
999,Fülle,Jacob,M,Handwerk,Tschismenmacher/in,Stiefelmacher,"Rohstoffgewinnung, Produktion und Fertigung",5,rue de Louvois,rue de Louvois,2.3369,48.8683
1001,Fürstenhoff,Unbekannt,F,Handwerk,Blumenmacher/in,Blumenfabrik,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung",17,rue de Choiseul,rue de Choiseul,2.33592,48.8701
1002,Futterer,Unbekannt,M,Handwerk,Schreiner/in,Schreiner,"Rohstoffgewinnung, Produktion und Fertigung",14,rue de Port-Mahon,rue de Port-Mahon,2.33401,48.8699
1004,Galignani,A. U. W.,Unbekannt,Handel,Buchhändler/in,Buchhandlung u. Lesekabinet,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",18,rue Vivienne,rue Vivienne,2.33972,48.8682
1816,Gaussen jun Fargeton u Comp,Unbekannt,M,Handel,Schalenhändler/in,Schalen,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",2,rue Vide-Gousset,place des Victoires,2.34155,48.866
1817,Gaussen Maximus u comp,Unbekannt,M,Handwerk,Schalenmacher/in,Schalenfabrik,"Rohstoffgewinnung, Produktion und Fertigung",1,rue de la Banque,rue de la Banque,2.34103,48.8681
1006,Gaussens,Unbekannt,F,Rentner,Rentner/in,Rentnerin,"Beschäftigungslose, Schüler, Unbekannte",22,rue Vivienne,rue Vivienne,2.33991,48.8685
1009,Geiger,Unbekannt,M,Handwerk,Handschuhmacher/in,Handschuh- u. Hosenmacher,"Rohstoffgewinnung, Produktion und Fertigung",42,rue de Richelieu,rue de Richelieu,2.33708,48.866
1011,Geiger,Unbekannt,M,Selbstständig,Kaffeehausangehörige/r,Kaffeehaus,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",20,rue de la Fontaine-Molière,rue Molière,2.33639,48.8653
1013,Gerothwohl u Tanner,Unbekannt,Unbekannt,Kunst/Erziehung,Kunstmaler/in,Kunstmaler u. Photographen,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung",5,passage des Panoramas,passage des Panoramas,2.34167,48.8711
1014,Geyer,Unbekannt,F,Handel,Modehändler/in,Modewaaren,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",10,rue de Grammont,rue de Gramont,2.33685,48.8697
